,index,home_team_total_fifa_points,home_team_fifa_rank,away_team_total_fifa_points,away_team_fifa_rank
8792,22409,968,171,917,186
8793,19399,632,53,791,32
8794,17235,480,68,369,88
8795,20408,1430,2,884,23
8796,16056,338,104,308,114
8797,17653,251,117,582,59
8798,17350,391,83,368,88
8799,21535,1394,57,1496,29
8800,18390,350,96,161,158
8801,15710,371,97,355,101
8802,22867,1744,5,1334,75
8803,18980,828,27,885,21
8804,23464,1561,20,1451,45
8805,23246,1234,94,1430,51
8806,19683,411,82,384,86
8807,23665,1633,15,1551,24
8808,20714,1205,106,1086,141
8809,23866,1709,7,1500,33
8810,15371,4,203,38,193
8811,22253,1424,51,1612,12
8812,15814,18,201,22,198
8813,15334,610,47,364,97
8814,21618,1466,38,1395,55
8815,21932,1715,3,1466,39
8816,15427,465,72,1139,7
8817,21090,908,190,1166,117
8818,18546,824,26,464,77
8819,14821,435,81,451,78
8820,18626,842,27,19,200
8821,23579,1489,36,1446,48
8822,22625,1666,5,1283,85
8823,22897,1429,47,1166,112
8824,17793,214,127,503,71
8825,18729,1310,4,842,27
8826,19565,287,117,188,141
8827,21014,1505,24,1209,107
8828,14555,757,31,632,40
8829,21251,1501,25,1092,134
8830,23267,1542,23,1449,43
8831,23338,1431,51,1350,70
8832,22954,1255,93,1545,21
8833,19992,93,176,272,116
8834,22576,1034,158,880,195
8835,23801,1293,80,1145,120
8836,21100,1484,29,1378,59
8837,16962,413,73,527,51
8838,23738,857,203,1381,62
8839,17615,156,150,96,176
8840,22246,1351,67,1438,48
8841,22678,1364,65,1280,86
8842,23386,928,181,1285,82
8843,23353,1190,103,1262,89
8844,23614,1455,45,1242,92
8845,17192,429,73,529,58
8846,22361,1562,18,1632,9
8847,14488,554,56,495,65
8848,23751,873,195,812,209
8849,15973,838,24,441,84
8850,17187,435,70,714,29
8851,19117,463,75,204,147
8852,21632,1340,68,890,195
8853,19700,307,105,642,52
8854,16546,850,25,1036,14
8855,22060,1645,6,1579,17
8856,17047,1218,9,915,20
8857,16313,228,135,135,160
8858,23462,1437,50,1451,45
8859,18021,365,92,405,81
8860,23795,1449,47,1535,27
8861,18106,195,146,76,182
8862,20931,1436,41,1322,74
8863,16114,301,116,59,179
8864,14632,447,75,578,54
8865,17274,292,109,533,58
8866,21953,1094,131,1129,127
8867,19005,468,75,916,19
8868,23411,1274,84,980,167
8869,18916,214,144,302,118
8870,15523,427,86,810,24
8871,22202,1558,19,1634,9
8872,19023,323,110,283,126
8873,16947,286,106,256,114
8874,21674,912,187,1327,72
8875,20139,68,185,405,83
8876,18967,797,30,17,201
8877,20933,1405,53,1317,76
8878,14412,123,156,105,166
8879,16312,94,170,213,139
8880,19844,635,56,429,79
8881,22554,1512,26,1376,61
8882,18841,545,58,366,93
8883,19423,801,33,560,63
8884,19188,182,150,489,73
8885,18622,1077,10,958,14
8886,15602,405,92,552,57
8887,22946,1238,96,1455,42
8888,21112,1075,142,1060,148
8889,19257,538,65,292,118
8890,16693,550,64,1124,9
8891,18046,196,145,179,153
8892,17369,182,144,136,155
8893,22581,1514,24,1240,97
8894,18818,1330,3,620,46
8895,23593,1374,65,1269,86
8896,16104,913,19,214,138
8897,15449,262,128,447,76
8898,18437,1233,7,499,70
8899,20048,282,114,563,59
8900,15945,735,35,94,175
8901,21884,963,175,1460,40
8902,18496,809,29,857,26
8903,16548,241,129,327,102
8904,19723,794,31,678,47
8905,17299,393,81,391,83
8906,16949,79,174,28,189
8907,15063,491,70,942,16
8908,17267,512,62,631,42
8909,22998,1714,6,1285,82
8910,17907,528,66,393,83
8911,17628,298,108,341,97
8912,19983,1115,12,1618,2
8913,17488,88,170,71,175
8914,22663,1686,4,1605,14
8915,23123,1311,78,1244,95
8916,22953,1079,137,1171,108
8917,18833,338,110,218,145
8918,16211,1099,7,1165,5
8919,21213,1327,74,1155,120
8920,15700,514,66,412,87
8921,23863,950,177,1131,127
8922,23184,1222,98,1517,28
8923,18082,34,196,662,46
8924,16901,903,18,881,20
8925,20107,651,51,199,142
8926,20760,1483,28,1490,27
8927,15218,300,112,399,88
8928,23580,1572,21,1228,95
8929,22989,1273,88,907,189
8930,20162,1360,3,686,44
8931,21522,1550,20,1498,27
8932,19496,322,108,737,37
8933,15249,480,67,276,122
8934,18133,639,48,636,49
8935,19418,819,31,684,47
8936,15335,623,42,615,45
8937,21975,1011,162,1331,73
8938,20485,1599,7,1643,4
8939,19263,300,114,356,94
8940,19018,310,117,99,176
8941,15628,255,128,247,130
8942,17456,125,158,221,129
8943,19299,331,106,531,66
8944,18478,1095,10,942,20
8945,16259,650,42,959,19
8946,19097,416,85,359,95
8947,22117,1439,46,1396,55
8948,15616,159,152,126,163
8949,22727,1609,12,1468,37
8950,15435,837,22,565,55
8951,17039,623,40,723,29
8952,16724,227,122,88,165
8953,19008,762,33,252,133
8954,22739,1783,1,1666,5
8955,16444,766,27,236,129
8956,21315,1198,108,1433,45
8957,19342,353,97,1644,1
8958,16568,217,130,229,127
8959,14851,138,156,152,150
8960,22793,1361,67,1017,160
8961,17821,1056,14,523,65
8962,15637,369,95,275,119
8963,20120,211,139,77,184
8964,18428,516,64,576,55
8965,18789,95,180,174,158
8966,15961,634,44,560,55
8967,15132,572,52,1144,6
8968,21313,1192,109,1424,49
8969,22924,1359,69,1474,37
8970,15130,140,159,153,153
8971,16156,865,22,381,94
8972,22958,1474,36,1237,98
8973,23520,1446,48,1489,36
8974,21354,896,195,868,202
8975,20502,1376,60,1400,54
8976,14498,141,152,595,48
8977,21119,1506,24,1391,56
8978,20351,1345,3,635,46
8979,23090,1279,86,1129,128
8980,20579,1392,55,1471,32
8981,20654,1225,100,891,198
8982,22975,1462,41,952,177
8983,16564,66,175,128,161
8984,21218,1253,95,1224,99
8985,21495,1342,68,975,172
8986,20098,201,141,651,51
8987,19830,827,28,618,60
8988,18521,263,135,743,36
8989,18675,191,154,43,194
8990,23437,1462,40,1648,11
8991,20146,714,40,700,41
8992,22828,1403,56,1567,19
8993,14552,578,54,472,68
8994,18220,198,145,44,195
8995,17103,341,97,116,158
8996,16075,401,93,406,91
8997,19549,343,95,1266,8
8998,17071,394,78,263,115
8999,16909,731,33,1148,6
9000,15574,45,192,280,122
9001,21866,1094,131,940,178
9002,19848,423,80,663,49
9003,17873,1268,2,810,30
9004,20702,997,164,1076,143
9005,22203,1607,14,1539,23
9006,14305,524,62,807,25
9007,21976,959,175,1579,17
9008,22191,1292,84,1314,79
9009,20141,264,122,110,168
9010,22279,1311,78,1495,30
9011,15501,580,52,1178,4
9012,14661,432,79,346,97
9013,21882,1367,65,1726,2
9014,22067,1452,44,1486,31
9015,15513,317,110,269,124
9016,22105,1390,56,1378,60
9017,21449,988,170,1074,139
9018,18642,158,162,479,73
9019,17917,191,142,671,42
9020,14343,242,121,423,78
9021,14801,404,90,415,85
9022,19456,835,29,726,40
9023,16760,419,81,759,30
9024,16398,1028,11,522,69
9025,15405,573,54,447,76
9026,17421,594,50,548,57
9027,19022,487,70,17,201
9028,22298,1662,5,1180,108
9029,19550,560,63,1049,17
9030,14342,309,104,601,47
9031,20050,336,102,53,187
9032,21318,1207,105,1515,22
9033,21859,1278,89,1544,21
9034,16768,324,99,271,110
9035,22716,1631,10,1462,38
9036,18653,566,57,918,18
9037,17664,345,94,214,127
9038,21215,1078,141,1128,125
9039,23494,996,162,990,165
9040,16274,279,119,320,106
9041,19991,80,180,264,120
9042,18941,224,141,301,118
9043,17853,223,130,386,85
9044,23531,1455,45,1455,46
9045,22722,1441,44,1605,14
9046,14906,465,74,513,65
9047,22930,1483,33,1617,15
9048,17179,490,65,836,26
9049,17804,238,119,44,190
9050,14987,1131,7,603,44
9051,21733,1463,39,1272,88
9052,18190,385,88,490,68
9053,19715,351,95,614,57
9054,19034,102,173,99,176
9055,21616,1752,1,835,210
9056,15267,587,51,583,52
9057,15519,482,72,479,73
9058,21508,954,176,954,176
9059,23126,1515,28,1158,117
9060,23173,1111,133,1412,57
9061,17126,556,52,645,34
9062,15120,362,94,422,83
9063,19238,726,35,610,54
9064,20076,312,107,531,66
9065,23367,1512,30,1427,53
9066,21469,1548,22,1604,12
9067,16362,629,46,660,41
9068,21178,1549,18,1378,59
9069,19594,530,68,442,76
9070,21583,1493,29,1212,102
9071,17419,872,22,693,40
9072,14648,351,95,385,89
9073,17897,178,148,299,107
9074,21381,956,175,1074,139
9075,15755,100,166,154,152
9076,15028,938,16,573,54
9077,18125,186,149,196,145
9078,16443,128,161,263,121
9079,22628,1161,116,1081,138
9080,21922,1063,143,1520,25
9081,16299,124,163,248,128
9082,19956,834,28,406,87
9083,21770,1391,57,1206,105
9084,22789,1325,75,1069,146
9085,23842,966,171,1053,147
9086,15159,296,113,119,166
9087,18819,1001,17,1155,9
9088,22363,867,200,1073,141
9089,22276,1111,131,941,179
9090,14422,609,44,366,94
9091,21815,1292,83,1339,69
9092,23084,1666,9,1371,63
9093,17424,468,70,645,44
9094,16185,870,21,328,104
9095,22156,1413,53,1167,116
9096,17272,233,126,920,19
9097,17141,714,29,289,110
9098,19504,1049,17,861,23
9099,22073,1199,106,1279,88
9100,17589,1126,12,827,32
9101,16011,145,158,564,56
9102,19401,1049,17,853,26
9103,15730,327,108,415,86
9104,16447,672,41,1180,5
9105,16881,525,62,981,15
9106,21173,998,160,1083,139
9107,22309,1224,100,1478,34
9108,23440,1332,76,1349,70
9109,23636,1658,9,1147,118
9110,18758,1328,3,1293,5
9111,22906,1637,12,1363,67
9112,19242,610,53,713,36
9113,17720,745,38,57,188
9114,15798,106,164,53,183
9115,22114,1334,71,1279,88
9116,23625,1152,115,1228,96
9117,14445,749,29,495,65
9118,22776,1162,115,1175,107
9119,20038,622,55,282,114
9120,20736,1004,160,910,191
9121,14754,600,47,720,33
9122,20592,1657,3,1332,72
9123,16656,486,72,422,82
9124,19149,561,60,374,93
9125,16079,327,106,541,60
9126,19929,626,57,748,38
9127,18257,288,120,293,115
9128,19246,822,28,646,45
9129,23749,1203,103,858,201
9130,22973,1594,18,1371,66
9131,22435,888,195,1609,14
9132,19522,105,175,231,133
9133,18987,334,100,380,89
9134,15392,1010,13,818,23
9135,17593,215,130,280,112
9136,18570,920,19,879,22
9137,23536,1205,101,995,163
9138,19282,683,43,887,22
9139,22415,1386,60,1034,157
9140,23857,1342,70,1388,59
9141,22270,1153,119,1105,130
9142,22208,1071,142,1193,107
9143,21264,1384,58,1192,109
9144,18422,1254,6,1082,11
9145,16153,554,60,304,114
9146,14462,374,90,886,18
9147,15860,500,66,491,71
9148,16458,992,14,753,29
9149,23581,1251,91,1325,74
9150,17106,1067,13,343,95
9151,18692,924,17,878,22
9152,15219,655,38,329,104
9153,15919,790,28,1173,4
9154,14722,661,39,495,65
9155,19048,106,175,40,196
9156,17163,928,19,343,95
9157,23203,1124,129,1447,44
9158,20779,1378,58,1515,22
9159,23825,1029,155,1147,118
9160,19961,681,47,1012,18
9161,21320,1182,113,1365,62
9162,20104,465,72,260,124
9163,14291,612,45,888,18
9164,18959,501,67,539,62
9165,21487,1101,130,1513,25
9166,16984,134,155,62,182
9167,20861,1305,81,1112,131
9168,20248,435,78,263,123
9169,16605,557,59,374,93
9170,20445,1758,49,2036,12
9171,16252,213,139,149,153
9172,20716,1061,148,1365,63
9173,14777,778,26,476,69
9174,18008,899,22,377,91
9175,22487,1605,14,1273,90
9176,20085,695,45,362,96
9177,21895,1198,107,1249,95
9178,23480,896,192,977,168
9179,17060,213,131,323,100
9180,15034,34,193,133,161
9181,23352,1095,135,1298,81
9182,23617,1000,161,1129,129
9183,20795,1154,121,1004,160
9184,19072,515,68,443,80
9185,22491,1475,36,1339,71
9186,16827,731,36,672,40
9187,18746,878,22,666,42
9188,15539,319,109,430,84
9189,19780,544,65,599,60
9190,22528,1165,113,1415,52
9191,23161,1181,107,970,168
9192,18289,245,134,267,128
9193,15465,607,48,1029,10
9194,19082,96,178,594,52
9195,22510,1606,13,911,186
9196,17717,1496,3,382,85
9197,17830,542,64,312,104
9198,21334,1582,11,1561,16
9199,22688,1512,26,1400,57
9200,20487,1247,95,1328,73
9201,16871,1147,7,762,28
9202,18961,1130,12,99,176
9203,14930,420,81,541,61
9204,22013,1540,23,1381,59
9205,15566,237,134,255,128
9206,19558,188,141,192,139
9207,20833,1616,7,1523,21
9208,14482,909,16,179,141
9209,19206,312,108,515,68
9210,22262,1489,30,1480,34
9211,16335,640,43,679,40
9212,19404,1422,4,704,41
9213,21917,1524,24,1429,50
9214,20289,194,142,311,106
9215,18383,577,54,256,138
9216,18766,842,27,1181,8
9217,19463,560,63,1422,4
9218,17572,352,97,650,47
9219,17031,655,34,341,95
9220,18579,220,146,540,67
9221,19370,965,18,1199,9
9222,14850,781,27,594,49
9223,18307,49,192,44,194
9224,22723,1686,4,1458,40
9225,16176,440,81,603,51
9226,20441,1004,171,1025,167
9227,22756,987,168,1010,162
9228,23257,1145,121,905,188
9229,14768,361,98,523,61
9230,14449,477,70,536,58
9231,17520,243,122,662,45
9232,14592,232,130,924,17
9233,16441,264,120,306,109
9234,14399,401,82,918,15
9235,17762,368,92,807,29
9236,17393,464,71,156,150
9237,21957,1339,69,1034,156
9238,17500,319,104,1499,3
9239,17797,4,207,194,134
9240,22875,907,189,1613,16
9241,21072,1355,67,1286,83
9242,15165,176,148,15,200
9243,15279,616,44,355,99
9244,22469,1515,24,1238,99
9245,19968,784,34,662,51
9246,18921,445,78,314,114
9247,14749,778,26,373,94
9248,18568,29,198,53,191
9249,19964,252,124,136,158
9250,19009,636,46,325,105
9251,17695,182,137,298,106
9252,18947,622,48,384,87
9253,22233,1542,22,1317,77
9254,23413,1648,11,1349,70
9255,20437,2160,4,2041,10
9256,20223,282,115,338,99
9257,20292,840,26,493,66
9258,19684,673,49,893,24
9259,15355,84,174,133,158
9260,15841,592,49,995,15
9261,15769,82,170,36,189
9262,20266,603,50,582,54
9263,16818,1340,2,582,50
9264,19276,1311,7,353,97
9265,14325,198,133,142,150
9266,22967,1165,114,954,175
9267,17505,325,101,141,152
9268,16844,762,28,472,70
9269,16389,598,54,225,134
9270,22562,1321,78,805,209
9271,21166,1737,1,1171,116
9272,23385,1437,50,1339,73
9273,19419,316,112,185,144
9274,18029,501,69,551,61
9275,16055,794,29,460,78
9276,21135,1102,132,1277,86
9277,16711,87,162,68,173
9278,20953,1497,25,1326,71
9279,20769,1367,62,1335,70
9280,17379,342,95,346,93
9281,18344,580,60,333,105
9282,17298,61,178,368,88
9283,22533,1487,32,1404,55
9284,17345,260,120,391,83
9285,16498,670,40,398,90
9286,18015,85,179,111,171
9287,17329,469,71,373,87
9288,14701,119,162,6,198
9289,18906,483,74,549,57
9290,15934,491,71,1080,9
9291,16545,540,61,1513,1
9292,22690,1468,37,1666,5
9293,19360,227,135,460,77
9294,18302,549,63,338,101
9295,21011,1472,35,1222,101
9296,14931,300,110,280,120
9297,17207,700,31,644,36
9298,22858,1238,97,1277,86
9299,22968,1535,23,1424,49
9300,16301,962,18,473,75
9301,18918,839,26,1160,10
9302,18739,751,34,885,20
9303,14411,1131,7,1024,10
9304,18073,537,63,1234,4
9305,15092,550,55,889,19
9306,17616,163,144,224,125
9307,22650,1321,78,1323,76
9308,14638,205,136,81,178
9309,14360,635,42,598,48
9310,18809,800,31,339,107
9311,15352,133,158,332,103
9312,21737,1032,155,912,187
9313,20453,1263,133,1018,168
9314,17121,529,58,304,104
9315,19106,843,25,134,164
9316,20516,1364,62,1409,51
9317,17206,245,125,417,79
9318,14558,599,47,654,39
9319,18813,1584,1,1129,12
9320,19603,195,143,476,74
9321,21463,868,202,1174,112
9322,22016,1174,115,1409,54
9323,14948,383,84,151,154
9324,20741,1000,162,1032,155
9325,22419,1176,112,1265,90
9326,18433,490,73,478,76
9327,21655,1639,6,1551,19
9328,16746,72,173,160,140
9329,23606,1411,57,1455,46
9330,22141,1558,19,1426,50
9331,19994,1446,3,842,27
9332,23888,1134,125,1454,45
9333,22364,842,208,1112,130
9334,18142,713,38,582,55
9335,16237,94,170,138,158
9336,15531,313,112,1349,3
9337,15865,214,138,165,147
9338,23844,903,188,1117,134
9339,16012,329,105,1005,16
9340,18593,605,49,724,35
9341,19669,157,157,118,166
9342,19132,272,123,342,99
9343,21499,1255,94,1589,13
9344,19144,601,51,593,54
9345,23788,1123,130,1461,44
9346,23389,1262,89,1529,28
9347,16782,346,94,715,37
9348,21094,1166,117,1122,128
9349,14812,1101,9,924,18
9350,20976,1560,14,1317,78
9351,21424,1350,67,940,180
9352,22965,1401,58,1144,124
9353,14429,839,22,283,114
9354,21657,987,167,1603,12
9355,18917,490,69,315,114
9356,20518,1306,78,876,203
9357,18654,301,117,573,55
9358,19664,432,78,199,141
9359,15754,392,89,1069,9
9360,22848,1371,66,1467,38
9361,17765,127,159,408,79
9362,17570,379,87,775,35
9363,20663,1035,153,872,203
9364,23666,1215,96,1049,150
9365,22981,1422,51,1621,14
9366,20180,97,176,309,109
9367,18557,974,14,1364,2
9368,17354,207,136,141,154
9369,21136,1493,27,1484,29
9370,21910,1205,105,1186,112
9371,21848,1052,150,913,187
9372,14725,445,77,517,62
9373,17660,1163,9,1508,2
9374,17339,631,42,542,57
9375,18173,403,84,79,180
9376,15623,35,196,13,203
9377,15848,234,130,220,135
9378,22794,1325,75,1280,87
9379,17212,84,169,25,193
9380,20650,1405,52,1376,61
9381,14436,154,149,564,53
9382,16840,755,32,794,25
9383,16579,504,72,217,130
9384,18199,974,17,605,49
9385,21217,1462,37,1516,21
9386,23211,1750,4,1633,14
9387,16738,118,156,72,173
9388,23600,1391,59,1236,93
9389,18258,276,124,410,82
9390,14871,132,158,210,145
9391,23212,933,181,1451,42
9392,22036,1051,151,1104,130
9393,15686,514,66,110,164
9394,17247,270,117,621,44
9395,22720,1639,9,1569,19
9396,18486,285,120,742,37
9397,16586,535,65,248,121
9398,23124,1406,56,1334,75
9399,19338,622,54,825,29
9400,21987,1386,58,1540,23
9401,20241,43,191,226,133
9402,18444,299,112,275,125
9403,21943,1287,85,1226,99
9404,17268,657,38,634,41
9405,19352,538,65,953,19
9406,14834,761,30,455,77
9407,20635,890,199,972,171
9408,21941,1327,74,1220,101
9409,18760,751,34,1077,10
9410,15537,608,46,966,16
9411,23777,1117,133,1046,151
9412,23368,1190,103,1049,150
9413,19755,256,124,184,148
9414,22167,1607,14,1446,45
9415,21261,1615,8,1496,28
9416,18515,263,135,355,94
9417,18253,358,95,881,24
9418,17770,96,174,160,141
9419,16503,87,170,237,131
9420,18625,852,23,637,44
9421,14662,550,58,457,72
9422,14314,354,91,39,185
9423,21516,1315,77,1286,84
9424,21806,1076,138,1001,160
9425,15772,327,108,237,136
9426,23163,1364,65,1309,78
9427,19275,406,86,690,40
9428,20322,930,22,608,48
9429,20622,1634,4,1612,6
9430,14344,433,74,237,123
9431,18374,262,135,134,164
9432,15902,828,22,949,16
9433,17546,1179,8,863,28
9434,23449,1212,98,1337,74
9435,17059,593,44,723,29
9436,14956,1442,1,745,31
9437,19248,551,62,610,54
9438,19243,742,33,551,62
9439,14433,75,178,344,101
9440,23474,1158,113,1210,99
9441,17711,527,64,271,115
9442,22285,1187,104,998,163
9443,21572,1131,126,1069,147
9444,15639,416,87,317,111
9445,15157,296,113,347,100
9446,17802,303,105,517,68
9447,16822,1014,14,710,39
9448,23545,1648,11,1306,77
9449,22952,1135,126,1147,122
9450,18716,292,123,184,155
9451,23537,1277,85,1228,96
9452,14957,931,17,254,131
9453,23493,1072,142,1014,159
9454,21776,1163,119,1299,81
9455,22263,1467,36,1354,66
9456,14392,784,29,273,111
9457,18785,1181,8,846,26
9458,16748,460,73,271,110
9459,21871,1337,72,1111,128
9460,15548,168,148,172,147
9461,20081,467,74,448,75
9462,17503,1179,8,1348,6
9463,21200,1202,108,1482,32
9464,19006,1283,6,841,25
9465,19280,685,41,831,28
9466,23775,1059,146,1001,159
9467,18175,121,172,170,155
9468,19816,524,68,1043,16
9469,17358,115,161,207,137
9470,16260,796,26,533,66
9471,22866,1606,17,1680,7
9472,20370,750,34,536,59
9473,23256,1097,135,1065,142
9474,20391,1125,11,1051,12
9475,14998,541,61,449,76
9476,21948,1252,94,1168,116
9477,22698,1598,16,1523,23
9478,18567,253,138,366,93
9479,20387,685,41,708,37
9480,19332,322,109,370,90
9481,17549,658,46,871,27
9482,23191,964,173,1608,18
9483,19052,500,72,374,94
9484,20742,1733,1,1458,36
9485,16699,917,18,1043,13
9486,19089,852,24,1000,17
9487,17800,145,149,386,83
9488,20372,879,24,1125,11
9489,19943,751,35,551,66
9490,23412,1412,57,1638,14
9491,17009,344,93,507,54
9492,18963,1346,3,762,33
9493,21075,1599,8,1589,10
9494,17308,369,88,434,74
9495,17733,1183,8,523,65
9496,17209,25,193,193,143
9497,18824,608,48,445,78
9498,23147,982,165,1053,149
9499,22329,1558,20,1267,89
9500,23442,1064,142,1151,117
9501,16174,252,127,325,102
9502,20995,1276,87,1111,132
9503,17072,344,93,533,50
9504,16380,824,23,1198,4
9505,16420,733,33,836,21
9506,20750,862,209,969,171
9507,23687,1658,9,1635,13
9508,14990,950,15,217,145
9509,20357,1273,4,473,66
9510,20940,1295,82,1120,127
9511,18345,337,103,623,49
9512,21620,1315,78,1140,124
9513,15930,616,45,751,32
9514,23177,1110,134,1564,20
9515,19737,241,131,1329,4
9516,21371,1151,120,1148,122
9517,20498,1268,90,928,184
9518,22454,1645,6,1155,117
9519,18563,1309,5,784,32
9520,19098,80,183,1081,13
9521,22929,1405,55,1557,20
9522,16918,330,103,547,57
9523,20998,979,170,1726,2
9524,15344,697,33,514,60
9525,18406,139,161,164,156
9526,20624,1240,98,1378,58
9527,17688,160,141,319,101
9528,18148,410,79,286,120
9529,21963,1072,144,1340,70
9530,19543,1266,8,1049,17
9531,23515,955,176,903,189
9532,18834,507,69,491,71
9533,18269,678,39,290,118
9534,15398,135,158,38,190
9535,16451,739,31,405,88
9536,16500,495,71,171,148
9537,15517,126,163,107,172
9538,15280,713,31,385,90
9539,21492,1312,78,950,179
9540,18973,100,175,301,118
9541,18844,199,152,332,114
9542,17495,129,156,646,49
9543,21199,1301,81,1481,33
9544,21665,1435,47,1631,7
9545,23371,1561,20,1298,81
9546,14568,340,99,270,116
9547,20938,1335,69,1258,93
9548,23681,1338,73,1381,62
9549,19771,1059,12,512,70
9550,16894,639,44,872,21
9551,18609,423,81,550,64
9552,21783,1111,128,934,180
9553,23392,1177,106,1478,36
9554,17133,392,83,557,48
9555,17515,90,168,268,115
9556,15691,773,30,650,38
9557,18018,723,35,676,44
9558,14539,248,127,114,162
9559,17974,305,104,1121,11
9560,18241,78,183,602,50
9561,16817,934,16,550,55
9562,18254,198,145,403,84
9563,20119,232,130,90,181
9564,18550,828,25,476,74
9565,15669,323,110,252,130
9566,14921,425,80,268,124
9567,15534,826,23,1167,6
9568,19479,544,66,408,86
9569,16613,361,95,421,85
9570,18245,592,52,293,114
9571,14633,307,107,381,90
9572,19955,418,83,141,157
9573,17461,713,37,705,39
9574,21885,1368,63,1213,102
9575,14453,584,49,554,56
9576,20331,858,25,837,27
9577,23754,1380,63,1371,66
9578,23001,1434,48,1060,144
9579,17637,86,179,88,178
9580,16132,469,79,626,47
9581,23526,1221,97,1264,88
9582,20110,1032,17,752,38
9583,19165,165,156,231,136
9584,23427,1607,16,1551,22
9585,17418,338,96,156,150
9586,20182,878,24,553,59
9587,15448,818,23,1000,14
9588,15087,572,52,909,17
9589,15832,270,117,364,98
9590,16429,743,30,16,200
9591,23349,1127,129,1117,132
9592,19469,179,148,182,147
9593,18939,1173,9,561,60
